// ConvertZZ 額外分詞表（詞|詞性|權值）。正字、錯字與其簡體詞形都寫入。不得併入套件檔。
青旗里|0x100000|1000
青旗裏|0x100000|1000
青旗裡|0x100000|1000
青溪里|0x100000|1000
青溪裡|0x100000|1000
青溪裏|0x100000|1000
青潭裡|0x100000|1000
青潭里|0x100000|1000
青潭裏|0x100000|1000
青翠裏|0x100000|1000
青翠里|0x100000|1000
青翠裡|0x100000|1000
青航里|0x100000|1000
青航裡|0x100000|1000
青航裏|0x100000|1000
青苗裡|0x100000|1000
青苗里|0x100000|1000
青苗裏|0x100000|1000
青草裏|0x100000|1000
青草里|0x100000|1000
青草裡|0x100000|1000
青雲裡|0x100000|1000
青云里|0x100000|1000
青雲裏|0x100000|1000
青雲里|0x100000|1000
青云裏|0x100000|1000
青云裡|0x100000|1000
靖興裏|0x100000|1000
靖兴里|0x100000|1000
靖興里|0x100000|1000
靖興裡|0x100000|1000
面前里|0x100000|1000
面前裏|0x100000|1000
面前裡|0x100000|1000
頂中裡|0x100000|1000
顶中里|0x100000|1000
頂中裏|0x100000|1000
頂中里|0x100000|1000
頂北裏|0x100000|1000
顶北里|0x100000|1000
頂北里|0x100000|1000
頂北裡|0x100000|1000
頂南裡|0x100000|1000
顶南里|0x100000|1000
頂南裏|0x100000|1000
頂南里|0x100000|1000
頂厝裡|0x100000|1000
顶厝里|0x100000|1000
頂厝里|0x100000|1000
頂厝裏|0x100000|1000
頂城裏|0x100000|1000
顶城里|0x100000|1000
頂城裡|0x100000|1000
頂城里|0x100000|1000
頂埔里|0x100000|1000
顶埔里|0x100000|1000
頂埔裡|0x100000|1000
頂埔裏|0x100000|1000
頂宅裡|0x100000|1000
顶宅里|0x100000|1000
頂宅里|0x100000|1000
頂宅裏|0x100000|1000
頂安裏|0x100000|1000
顶安里|0x100000|1000
頂安裡|0x100000|1000
頂安里|0x100000|1000
頂寮里|0x100000|1000
顶寮里|0x100000|1000
頂寮裏|0x100000|1000
頂寮裡|0x100000|1000
頂山裡|0x100000|1000
顶山里|0x100000|1000
頂山裏|0x100000|1000
頂山里|0x100000|1000
頂崁裡|0x100000|1000
顶崁里|0x100000|1000
頂崁里|0x100000|1000
頂崁裏|0x100000|1000
頂庄裡|0x100000|1000
顶庄里|0x100000|1000
頂莊里|0x100000|1000
頂庄裏|0x100000|1000
頂庄里|0x100000|1000
頂莊裡|0x100000|1000
頂莊裏|0x100000|1000
頂店裏|0x100000|1000
顶店里|0x100000|1000
頂店里|0x100000|1000
頂店裡|0x100000|1000
頂新裡|0x100000|1000
顶新里|0x100000|1000
頂新里|0x100000|1000
頂新裏|0x100000|1000
頂东里|0x100000|1000
顶东里|0x100000|1000
頂東裡|0x100000|1000
頂东裏|0x100000|1000
頂東里|0x100000|1000
頂東裏|0x100000|1000
頂东裡|0x100000|1000
頂柳裏|0x100000|1000
顶柳里|0x100000|1000
頂柳里|0x100000|1000
頂柳裡|0x100000|1000
頂湳裡|0x100000|1000
顶湳里|0x100000|1000
頂湳里|0x100000|1000
頂湳裏|0x100000|1000
頂溪裡|0x100000|1000
顶溪里|0x100000|1000
頂溪裏|0x100000|1000
頂溪里|0x100000|1000
頂潭裏|0x100000|1000
顶潭里|0x100000|1000
頂潭里|0x100000|1000
頂潭裡|0x100000|1000
頂番裏|0x100000|1000
顶番里|0x100000|1000
頂番里|0x100000|1000
頂番裡|0x100000|1000
頂碩裡|0x100000|1000
顶硕里|0x100000|1000
頂碩里|0x100000|1000
頂碩裏|0x100000|1000
頂福裡|0x100000|1000
顶福里|0x100000|1000
頂福里|0x100000|1000
頂福裏|0x100000|1000
頂竹裡|0x100000|1000
顶竹里|0x100000|1000
頂竹裏|0x100000|1000
頂竹里|0x100000|1000
頂罟裏|0x100000|1000
顶罟里|0x100000|1000
頂罟裡|0x100000|1000
頂罟里|0x100000|1000
頂街里|0x100000|1000
顶街里|0x100000|1000
頂街裡|0x100000|1000
頂街裏|0x100000|1000
頂西裏|0x100000|1000
顶西里|0x100000|1000
頂西里|0x100000|1000
頂西裡|0x100000|1000
頂鹽里|0x100000|1000
顶盐里|0x100000|1000
頂鹽裡|0x100000|1000
頂鹽裏|0x100000|1000
順天裏|0x100000|1000
顺天里|0x100000|1000
順天裡|0x100000|1000
順天里|0x100000|1000
順安裏|0x100000|1000
顺安里|0x100000|1000
順安裡|0x100000|1000
順安里|0x100000|1000
順德裡|0x100000|1000
顺德里|0x100000|1000
順德裏|0x100000|1000
順德里|0x100000|1000
順昌里|0x100000|1000
顺昌里|0x100000|1000
順昌裡|0x100000|1000
順昌裏|0x100000|1000
順興裏|0x100000|1000
顺兴里|0x100000|1000
順興里|0x100000|1000
順興裡|0x100000|1000
順苓里|0x100000|1000
顺苓里|0x100000|1000
順苓裏|0x100000|1000
順苓裡|0x100000|1000
頌德裡|0x100000|1000
颂德里|0x100000|1000
頌德里|0x100000|1000
頌德裏|0x100000|1000
頭份里|0x100000|1000
头分里|0x100000|1000
頭份裏|0x100000|1000
頭份裡|0x100000|1000
頭前里|0x100000|1000
头前里|0x100000|1000
頭前裏|0x100000|1000
頭前裡|0x100000|1000
頭南裡|0x100000|1000
头南里|0x100000|1000
頭南裏|0x100000|1000
頭南里|0x100000|1000
頭家東裏|0x100000|1000
头家东里|0x100000|1000
頭家东裏|0x100000|1000
頭家东裡|0x100000|1000
頭家東裡|0x100000|1000
頭家東里|0x100000|1000
頭家东里|0x100000|1000
頭家裡|0x100000|1000
头家里|0x100000|1000
頭家里|0x100000|1000
頭家裏|0x100000|1000
頭崙里|0x100000|1000
头仑里|0x100000|1000
頭崙裏|0x100000|1000
頭崙裡|0x100000|1000
頭汴裡|0x100000|1000
头汴里|0x100000|1000
頭汴裏|0x100000|1000
頭汴里|0x100000|1000
頭洲裏|0x100000|1000
头洲里|0x100000|1000
頭洲里|0x100000|1000
頭洲裡|0x100000|1000
頭湖裡|0x100000|1000
头湖里|0x100000|1000
頭湖裏|0x100000|1000
頭湖里|0x100000|1000
頭溝裡|0x100000|1000
头沟里|0x100000|1000
頭溝里|0x100000|1000
頭溝裏|0x100000|1000
頭社裏|0x100000|1000
头社里|0x100000|1000
頭社裡|0x100000|1000
頭社里|0x100000|1000
頭重里|0x100000|1000
头重里|0x100000|1000
頭重裡|0x100000|1000
頭重裏|0x100000|1000
風櫃裏|0x100000|1000
香丘裡|0x100000|1000
香丘里|0x100000|1000
香丘裏|0x100000|1000
香坡裏|0x100000|1000
香坡里|0x100000|1000
香坡裡|0x100000|1000
香山里|0x100000|1000
香山裡|0x100000|1000
香山裏|0x100000|1000
香洋裡|0x100000|1000
香洋里|0x100000|1000
香洋裏|0x100000|1000
香田裏|0x100000|1000
香田里|0x100000|1000
香田裡|0x100000|1000
香社裏|0x100000|1000
香社里|0x100000|1000
香社裡|0x100000|1000
香雅裡|0x100000|1000
香雅里|0x100000|1000
香雅裏|0x100000|1000
馬稠後里|0x100000|1000
马稠后里|0x100000|1000
馬稠後裡|0x100000|1000
馬稠後裏|0x100000|1000
馬兰裏|0x100000|1000
马兰里|0x100000|1000
馬蘭里|0x100000|1000
馬蘭裡|0x100000|1000
馬蘭裏|0x100000|1000
馬兰里|0x100000|1000
馬兰裡|0x100000|1000
馬鳴裡|0x100000|1000
马鸣里|0x100000|1000
馬鳴里|0x100000|1000
馬鳴裏|0x100000|1000
騰云里|0x100000|1000
腾云里|0x100000|1000
騰云裏|0x100000|1000
騰雲里|0x100000|1000
騰雲裏|0x100000|1000
騰雲裡|0x100000|1000
騰云裡|0x100000|1000
高上里|0x100000|1000
高上裡|0x100000|1000
高上裏|0x100000|1000
高中裡|0x100000|1000
高中里|0x100000|1000
高中裏|0x100000|1000
高北里|0x100000|1000
高北裡|0x100000|1000
高北裏|0x100000|1000
高南裡|0x100000|1000
高南里|0x100000|1000
高南裏|0x100000|1000
高原里|0x100000|1000
高原裡|0x100000|1000
高原裏|0x100000|1000
高城裡|0x100000|1000
高城里|0x100000|1000
高城裏|0x100000|1000
高山裏|0x100000|1000
高山里|0x100000|1000
高山裡|0x100000|1000
高峰里|0x100000|1000
高峰裡|0x100000|1000
高峰裏|0x100000|1000
高平里|0x100000|1000
高平裡|0x100000|1000
高平裏|0x100000|1000
高明里|0x100000|1000
高明裏|0x100000|1000
高明裡|0x100000|1000
高东裡|0x100000|1000
高东里|0x100000|1000
高東裏|0x100000|1000
高東裡|0x100000|1000
高东裏|0x100000|1000
高東里|0x100000|1000
高松里|0x100000|1000
高松裡|0x100000|1000
高松裏|0x100000|1000
高楠裏|0x100000|1000
高楠里|0x100000|1000
高楠裡|0x100000|1000
高榮裡|0x100000|1000
高荣里|0x100000|1000
高榮里|0x100000|1000
高榮裏|0x100000|1000
高美裏|0x100000|1000
高美里|0x100000|1000
高美裡|0x100000|1000
高义里|0x100000|1000
高義裏|0x100000|1000
高義里|0x100000|1000
高义裡|0x100000|1000
高义裏|0x100000|1000
高義裡|0x100000|1000
高苗裏|0x100000|1000
高苗里|0x100000|1000
高苗裡|0x100000|1000
高西裏|0x100000|1000
高西里|0x100000|1000
高西裡|0x100000|1000
高鐵裏|0x100000|1000
高铁里|0x100000|1000
高鐵裡|0x100000|1000
高鐵里|0x100000|1000
高雙里|0x100000|1000
高双里|0x100000|1000
高雙裡|0x100000|1000
高雙裏|0x100000|1000
魚行裡|0x100000|1000
鱼行里|0x100000|1000
魚行裏|0x100000|1000
魚行里|0x100000|1000
鯉魚裡|0x100000|1000
鲤鱼里|0x100000|1000
鯉魚裏|0x100000|1000
鯉魚里|0x100000|1000
鯤洲里|0x100000|1000
鲲洲里|0x100000|1000
鯤洲裡|0x100000|1000
鯤洲裏|0x100000|1000
鯤溟裏|0x100000|1000
鲲溟里|0x100000|1000
鯤溟里|0x100000|1000
鯤溟裡|0x100000|1000
鯤鯓裏|0x100000|1000
鲲鯓里|0x100000|1000
鯤鯓里|0x100000|1000
鯤鯓裡|0x100000|1000
鰲峰里|0x100000|1000
鳌峰里|0x100000|1000
鰲峰裏|0x100000|1000
鰲峰裡|0x100000|1000
鳥松里|0x100000|1000
鸟松里|0x100000|1000
鳥松裡|0x100000|1000
鳥松裏|0x100000|1000
鳳仁裏|0x100000|1000
凤仁里|0x100000|1000
鳳仁里|0x100000|1000
鳳仁裡|0x100000|1000
鳳信裡|0x100000|1000
凤信里|0x100000|1000
鳳信里|0x100000|1000
鳳信裏|0x100000|1000
鳳凰裏|0x100000|1000
凤凰里|0x100000|1000
鳳凰里|0x100000|1000
鳳凰裡|0x100000|1000
鳳北裏|0x100000|1000
凤北里|0x100000|1000
鳳北裡|0x100000|1000
鳳北里|0x100000|1000
鳳南裡|0x100000|1000
凤南里|0x100000|1000
鳳南裏|0x100000|1000
鳳南里|0x100000|1000
鳳宮裏|0x100000|1000
凤宫里|0x100000|1000
鳳宮里|0x100000|1000
鳳宮裡|0x100000|1000
鳳山里|0x100000|1000
凤山里|0x100000|1000
鳳山裏|0x100000|1000
鳳山裡|0x100000|1000
鳳崗裏|0x100000|1000
凤岗里|0x100000|1000
鳳崗裡|0x100000|1000
鳳崗里|0x100000|1000
鳳智裡|0x100000|1000
凤智里|0x100000|1000
鳳智里|0x100000|1000
鳳智裏|0x100000|1000
鳳東里|0x100000|1000
凤东里|0x100000|1000
鳳东里|0x100000|1000
鳳東裡|0x100000|1000
鳳东裏|0x100000|1000
鳳東裏|0x100000|1000
鳳东裡|0x100000|1000
鳳林裏|0x100000|1000
凤林里|0x100000|1000
鳳林裡|0x100000|1000
鳳林里|0x100000|1000
鳳森裏|0x100000|1000
凤森里|0x100000|1000
鳳森裡|0x100000|1000
鳳森里|0x100000|1000
鳳源里|0x100000|1000
凤源里|0x100000|1000
鳳源裡|0x100000|1000
鳳源裏|0x100000|1000
鳳祥裏|0x100000|1000
凤祥里|0x100000|1000
鳳祥裡|0x100000|1000
鳳祥里|0x100000|1000
鳳福裡|0x100000|1000
凤福里|0x100000|1000
鳳福裏|0x100000|1000
鳳福里|0x100000|1000
鳳禮裏|0x100000|1000
凤礼里|0x100000|1000
鳳禮里|0x100000|1000
鳳禮裡|0x100000|1000
鳳義裡|0x100000|1000
凤义里|0x100000|1000
鳳义裡|0x100000|1000
鳳義里|0x100000|1000
鳳义里|0x100000|1000
鳳義裏|0x100000|1000
鳳义裏|0x100000|1000
鳳興裡|0x100000|1000
凤兴里|0x100000|1000
鳳興里|0x100000|1000
鳳興裏|0x100000|1000
鳳芸裡|0x100000|1000
凤芸里|0x100000|1000
鳳芸里|0x100000|1000
鳳芸裏|0x100000|1000
鳳雄裏|0x100000|1000
凤雄里|0x100000|1000
鳳雄里|0x100000|1000
鳳雄裡|0x100000|1000
鳳鳴裏|0x100000|1000
凤鸣里|0x100000|1000
鳳鳴裡|0x100000|1000
鳳鳴里|0x100000|1000
鳶山里|0x100000|1000
鸢山里|0x100000|1000
鳶山裡|0x100000|1000
鳶山裏|0x100000|1000
鴨寮里|0x100000|1000
鸭寮里|0x100000|1000
鴨寮裡|0x100000|1000
鴨寮裏|0x100000|1000
鴻福裡|0x100000|1000
鸿福里|0x100000|1000
鴻福裏|0x100000|1000
鴻福里|0x100000|1000
鵝鑾裏|0x100000|1000
鹅銮里|0x100000|1000
鵝鑾里|0x100000|1000
鵝鑾裡|0x100000|1000
鵬程裏|0x100000|1000
鹏程里|0x100000|1000
鵬程裡|0x100000|1000
鵬程里|0x100000|1000
鶯安裏|0x100000|1000
莺安里|0x100000|1000
鶯安里|0x100000|1000
鶯安裡|0x100000|1000
鶯歌里|0x100000|1000
莺歌里|0x100000|1000
鶯歌裡|0x100000|1000
鶯歌裏|0x100000|1000
鷄林里|0x100000|1000
鸡林里|0x100000|1000
鷄林裏|0x100000|1000
鷄林裡|0x100000|1000
鷺江裏|0x100000|1000
鹭江里|0x100000|1000
鷺江里|0x100000|1000
鷺江裡|0x100000|1000
鹽埕裡|0x100000|1000
盐埕里|0x100000|1000
鹽埕裏|0x100000|1000
鹽埕里|0x100000|1000
鹽田裡|0x100000|1000
盐田里|0x100000|1000
鹽田裏|0x100000|1000
鹽田里|0x100000|1000
鹿和裡|0x100000|1000
鹿和里|0x100000|1000
鹿和裏|0x100000|1000
鹿埔里|0x100000|1000
鹿埔裡|0x100000|1000
鹿埔裏|0x100000|1000
鹿場里|0x100000|1000
鹿场里|0x100000|1000
鹿場裡|0x100000|1000
鹿場裏|0x100000|1000
鹿寮裡|0x100000|1000
鹿寮里|0x100000|1000
鹿寮裏|0x100000|1000
鹿峰里|0x100000|1000
鹿峰裏|0x100000|1000
鹿峰裡|0x100000|1000
鹿東裡|0x100000|1000
鹿东里|0x100000|1000
鹿東里|0x100000|1000
鹿東裏|0x100000|1000
鹿东裏|0x100000|1000
鹿东裡|0x100000|1000
鹿田裏|0x100000|1000
鹿田里|0x100000|1000
鹿田裡|0x100000|1000
鹿耳裡|0x100000|1000
鹿耳里|0x100000|1000
鹿耳裏|0x100000|1000
鹿鳴裡|0x100000|1000
鹿鸣里|0x100000|1000
鹿鳴裏|0x100000|1000
鹿鳴里|0x100000|1000
麒麟里|0x100000|1000
麒麟裡|0x100000|1000
麒麟裏|0x100000|1000
麗园里|0x100000|1000
丽园里|0x100000|1000
麗園裏|0x100000|1000
麗园裡|0x100000|1000
麗園裡|0x100000|1000
麗园裏|0x100000|1000
麗園里|0x100000|1000
麗山里|0x100000|1000
丽山里|0x100000|1000
麗山裡|0x100000|1000
麗山裏|0x100000|1000
麗林裡|0x100000|1000
丽林里|0x100000|1000
麗林里|0x100000|1000
麗林裏|0x100000|1000
麗水裏|0x100000|1000
丽水里|0x100000|1000
麗水里|0x100000|1000
麗水裡|0x100000|1000
麗興裏|0x100000|1000
丽兴里|0x100000|1000
麗興里|0x100000|1000
麗興裡|0x100000|1000
麻口裏|0x100000|1000
麻口里|0x100000|1000
麻口裡|0x100000|1000
麻园裡|0x100000|1000
麻园里|0x100000|1000
麻園裏|0x100000|1000
麻園里|0x100000|1000
麻园裏|0x100000|1000
麻園裡|0x100000|1000
麻寮裏|0x100000|1000
麻寮里|0x100000|1000
麻寮裡|0x100000|1000
黃唐裡|0x100000|1000
黄唐里|0x100000|1000
黃唐裏|0x100000|1000
黃唐里|0x100000|1000
黃石里|0x100000|1000
黄石里|0x100000|1000
黃石裏|0x100000|1000
黃石裡|0x100000|1000
黃竹裡|0x100000|1000
黄竹里|0x100000|1000
黃竹里|0x100000|1000
黃竹裏|0x100000|1000
黎元裏|0x100000|1000
黎元里|0x100000|1000
黎元裡|0x100000|1000
黎和裏|0x100000|1000
黎和里|0x100000|1000
黎和裡|0x100000|1000
黎孝里|0x100000|1000
黎孝裏|0x100000|1000
黎孝裡|0x100000|1000
黎安里|0x100000|1000
黎安裡|0x100000|1000
黎安裏|0x100000|1000
黎平裡|0x100000|1000
黎平里|0x100000|1000
黎平裏|0x100000|1000
黎忠里|0x100000|1000
黎忠裡|0x100000|1000
黎忠裏|0x100000|1000
黎明裏|0x100000|1000
黎明里|0x100000|1000
黎明裡|0x100000|1000
黎順里|0x100000|1000
黎顺里|0x100000|1000
黎順裏|0x100000|1000
黎順裡|0x100000|1000
鼎中里|0x100000|1000
鼎中裏|0x100000|1000
鼎中裡|0x100000|1000
鼎力裡|0x100000|1000
鼎力里|0x100000|1000
鼎力裏|0x100000|1000
鼎強里|0x100000|1000
鼎强里|0x100000|1000
鼎強裡|0x100000|1000
鼎強裏|0x100000|1000
鼎泰裏|0x100000|1000
鼎泰里|0x100000|1000
鼎泰裡|0x100000|1000
鼎盛里|0x100000|1000
鼎盛裡|0x100000|1000
鼎盛裏|0x100000|1000
鼎西裏|0x100000|1000
鼎西里|0x100000|1000
鼎西裡|0x100000|1000
鼎金裡|0x100000|1000
鼎金里|0x100000|1000
鼎金裏|0x100000|1000
鼓中里|0x100000|1000
鼓中裏|0x100000|1000
鼓中裡|0x100000|1000
鼓岩里|0x100000|1000
鼓岩裡|0x100000|1000
鼓岩裏|0x100000|1000
鼓峰裏|0x100000|1000
鼓峰里|0x100000|1000
鼓峰裡|0x100000|1000
鼻頭裏|0x100000|1000
鼻头里|0x100000|1000
鼻頭里|0x100000|1000
鼻頭裡|0x100000|1000
龍井裡|0x100000|1000
龙井里|0x100000|1000
龍井裏|0x100000|1000
龍井里|0x100000|1000
龍光裡|0x100000|1000
龙光里|0x100000|1000
龍光里|0x100000|1000
龍光裏|0x100000|1000
龍友裏|0x100000|1000
龙友里|0x100000|1000
龍友裡|0x100000|1000
龍友里|0x100000|1000
龍圖里|0x100000|1000
龙图里|0x100000|1000
龍圖裡|0x100000|1000
龍圖裏|0x100000|1000
龍坑裏|0x100000|1000
龍坡里|0x100000|1000
龙坡里|0x100000|1000
龍坡裡|0x100000|1000
龍坡裏|0x100000|1000
龍埔裏|0x100000|1000
龙埔里|0x100000|1000
龍埔里|0x100000|1000
龍埔裡|0x100000|1000
龍壽裡|0x100000|1000
龙寿里|0x100000|1000
龍壽裏|0x100000|1000
龍壽里|0x100000|1000
龍子裡|0x100000|1000
龙子里|0x100000|1000
龍子里|0x100000|1000
龍子裏|0x100000|1000
龍學裡|0x100000|1000
龙学里|0x100000|1000
龍學里|0x100000|1000
龍學裏|0x100000|1000
龍安里|0x100000|1000
龙安里|0x100000|1000
龍安裡|0x100000|1000
龍安裏|0x100000|1000
龍山里|0x100000|1000
龙山里|0x100000|1000
龍山裏|0x100000|1000
龍山裡|0x100000|1000
龍岡里|0x100000|1000
龙冈里|0x100000|1000
龍岡裏|0x100000|1000
龍岡裡|0x100000|1000
龍崗里|0x100000|1000
龙岗里|0x100000|1000
龍崗裡|0x100000|1000
龍崗裏|0x100000|1000
龍川裏|0x100000|1000
龙川里|0x100000|1000
龍川里|0x100000|1000
龍川裡|0x100000|1000
龍平里|0x100000|1000
龙平里|0x100000|1000
龍平裡|0x100000|1000
龍平裏|0x100000|1000
龍德裡|0x100000|1000
龙德里|0x100000|1000
龍德裏|0x100000|1000
龍德里|0x100000|1000
龍恩裏|0x100000|1000
龙恩里|0x100000|1000
龍恩里|0x100000|1000
龍恩裡|0x100000|1000
龍慈裡|0x100000|1000
龙慈里|0x100000|1000
龍慈里|0x100000|1000
龍慈裏|0x100000|1000
龍成裡|0x100000|1000
龙成里|0x100000|1000
龍成里|0x100000|1000
龍成裏|0x100000|1000
龍昌裏|0x100000|1000
龙昌里|0x100000|1000
龍昌裡|0x100000|1000
龍昌里|0x100000|1000
龍星裏|0x100000|1000
龙星里|0x100000|1000
龍星里|0x100000|1000
龍星裡|0x100000|1000
龍東裡|0x100000|1000
龙东里|0x100000|1000
龍东裡|0x100000|1000
龍東裏|0x100000|1000
龍東里|0x100000|1000
龍东裏|0x100000|1000
龍东里|0x100000|1000
龍水里|0x100000|1000
龙水里|0x100000|1000
龍水裡|0x100000|1000
龍水裏|0x100000|1000
龍江裏|0x100000|1000
龙江里|0x100000|1000
龍江里|0x100000|1000
龍江裡|0x100000|1000
龍泉里|0x100000|1000
龙泉里|0x100000|1000
龍泉裡|0x100000|1000
龍泉裏|0x100000|1000
龍津里|0x100000|1000
龙津里|0x100000|1000
龍津裡|0x100000|1000
龍津裏|0x100000|1000
龍洲裏|0x100000|1000
龙洲里|0x100000|1000
龍洲里|0x100000|1000
龍洲裡|0x100000|1000
龍淵里|0x100000|1000
龙渊里|0x100000|1000
龍淵裡|0x100000|1000
龍淵裏|0x100000|1000
龍源裡|0x100000|1000
龙源里|0x100000|1000
龍源里|0x100000|1000
龍源裏|0x100000|1000
龍潭里|0x100000|1000
龙潭里|0x100000|1000
龍潭裡|0x100000|1000
龍潭裏|0x100000|1000
龍濱裡|0x100000|1000
龙滨里|0x100000|1000
龍濱里|0x100000|1000
龍濱裏|0x100000|1000
龍生裏|0x100000|1000
龙生里|0x100000|1000
龍生裡|0x100000|1000
龍生里|0x100000|1000
龍田裡|0x100000|1000
龙田里|0x100000|1000
龍田里|0x100000|1000
龍田裏|0x100000|1000
龍目里|0x100000|1000
龙目里|0x100000|1000
龍目裡|0x100000|1000
龍目裏|0x100000|1000
龍祥裡|0x100000|1000
龙祥里|0x100000|1000
龍祥裏|0x100000|1000
龍祥里|0x100000|1000
龍福裏|0x100000|1000
龙福里|0x100000|1000
龍福裡|0x100000|1000
龍福里|0x100000|1000
龍翠里|0x100000|1000
龙翠里|0x100000|1000
龍翠裡|0x100000|1000
龍翠裏|0x100000|1000
龍肚裡|0x100000|1000
龙肚里|0x100000|1000
龍肚里|0x100000|1000
龍肚裏|0x100000|1000
龍興里|0x100000|1000
龙兴里|0x100000|1000
龍興裏|0x100000|1000
龍興裡|0x100000|1000
龍船里|0x100000|1000
龙船里|0x100000|1000
龍船裡|0x100000|1000
龍船裏|0x100000|1000
龍華里|0x100000|1000
龙华里|0x100000|1000
龍華裡|0x100000|1000
龍華裏|0x100000|1000
龍西裏|0x100000|1000
龙西里|0x100000|1000
龍西里|0x100000|1000
龍西裡|0x100000|1000
龍鎮里|0x100000|1000
龙镇里|0x100000|1000
龍鎮裡|0x100000|1000
龍鎮裏|0x100000|1000
龍镇裏|0x100000|1000
龍镇裡|0x100000|1000
龍镇里|0x100000|1000
龍門里|0x100000|1000
龙门里|0x100000|1000
龍門裡|0x100000|1000
龍门裡|0x100000|1000
龍门里|0x100000|1000
龍门裏|0x100000|1000
龍門裏|0x100000|1000
龍陣里|0x100000|1000
龙阵里|0x100000|1000
龍陣裏|0x100000|1000
龍陣裡|0x100000|1000
龍云里|0x100000|1000
龙云里|0x100000|1000
龍雲裏|0x100000|1000
龍雲里|0x100000|1000
龍云裏|0x100000|1000
龍雲裡|0x100000|1000
龍云裡|0x100000|1000
龍鳳里|0x100000|1000
龙凤里|0x100000|1000
龍鳳裡|0x100000|1000
龍鳳裏|0x100000|1000
龔厝里|0x100000|1000
龚厝里|0x100000|1000
龔厝裡|0x100000|1000
龔厝裏|0x100000|1000
龜丹裡|0x100000|1000
龟丹里|0x100000|1000
